"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20100039393","30002","6402"
"T20100039458","46827","5928"
"T20100039557","222303","7360"
"T20100039598","35737","7079"
"T20100039647","50129","7785"
"T20100039671","35345","6889"
"T20100039678","41045","5876"
"T20100039725","35642","7427"
"T20100039748","40951","5659"
"T20100039802","57022","1199"
"T20100039838","276","9998"
"T20100039849","236995","6557"
"T20100039851","45906","9971"
"T20100039960","64988","5266"
"T20100039972","599","5695"
"T20100040055","42413","6490"
"T20100040071","237227","9958"
"T20100040086","41796","6012"
"T20100040161","35572","6353"
"T20100040199","32247","5822"
"T20100040220","81","6301"
"T20100040227","47678","7466"
"T20100040247","10581","7084"
"T20100040271","38607","9656"
"T20100040293","49211","1301"
"T20100040342","245598","9477"
"T20100040348","225009","8730"
"T20100040369","237318","8524"
"T20100040382","285","8976"
"T20100040418","713","6297"
"T20100040490","35785","7797"
"T20100040532","49935","7716"
"T20100040542","236467","2418"
"T20100040554","44195","9035"
"T20100040594","36731","5915"
"T20100040609","38486","5067"
"T20100040714","70137","100621"
"T20100040787","62233","8998"
"T20100040845","43049","6739"
"T20100040871","56155","1253"
"T20100040946","29867","5441"
"T20100040996","67001","5682"
"T20100040998","38857","8749"
"T20100041002","44374","9944"
"T20100041009","46684","100067"
"T20100041016","29867","5441"
"T20100041019","51561","4173"
"T20100041030","29726","6880"
"T20100041072","732","6029"
"T20100041077","52777","2300"
"T20100041186","36230","9612"
"T20100041259","40500","5730"
"T20100041293","38260","5050"
"T20100041294","42787","6677"
"T20100041300","29372","9496"
"T20100041314","36221","9522"
"T20100041338","39557","5440"
"T20100041370","36212","6844"
"T20100041406","43397","7240"
"T20100041415","43260","6914"
"T20100041450","41878","6311"
"T20100041483","63798","5110"
"T20100041523","287","6277"
"T20100041605","41816","103200"
"T20100041648","44365","103325"
"T20100041737","43805","8816"
"T20100041787","35737","7079"
"T20100041813","38008","9456"
"T20100041865","43270","6964"
"T20100041889","223441","2302"
"T20100041930","237607","6940"
"T20100041942","52522","102333"
"T20100041944","237444","8918"
"T20100042042","37890","9257"
"T20100042065","44345","9925"
"T20100042068","39110","5406"
"T20100042078","228035","7480"
"T20100042117","36374","5944"
"T20100042187","40520","5737"
"T20100042241","36249","7297"
"T20100042251","169","9602"
"T20100042268","29386","9497"
"T20100042274","38578","9759"
"T20100042296","40595","5905"
"T20100042532","285","8976"
"T20100042567","534","5396"
"T20100042642","35673","9041"
"T20100042681","16187","7823"
"T20100042708","46350","100920"
"T20100042739","43027","6714"
"T20100042780","48715","5879"
"T20100042814","237521","6632"
"T20100042848","639","5771"
"T20100042881","71195","100041"
"T20100042940","51107","3157"
"T20100042982","260","103330"
"T20100042993","230118","9608"
"T20100043014","46942","6350"
"T20100043021","242641","5238"
"T20100043078","35579","6376"
"T20100043119","37063","5948"
"T20100043124","43584","7434"
"T20100043159","48431","5579"
"T20100043167","43564","7435"
"T20100043172","53680","6515"
"T20100043181","40564","5616"
"T20100043303","49690","7629"
"T20100043324","57029","5675"
"T20100043430","45049","9332"
"T20100043485","237656","9751"
"T20100043495","40376","5832"
"T20100043496","39425","5482"
"T20100043506","11180","7035"
"T20100043574","41879","6344"
"T20100043596","195","6687"
"T20100043764","34021","5915"
"T20100043788","39584","5470"
"T20100043846","37788","5660"
"T20100043854","237838","5987"
"T20100043933","36150","6185"
"T20100043987","29592","9867"
"T20100044032","57400","9262"
"T20100044149","64520","5207"
"T20100044182","37962","9268"
"T20100044231","43986","7468"
"T20100044242","40735","5829"
"T20100044310","50088","7764"
"T20100044352","36160","7278"
"T20100044389","237997","7605"
"T20100044520","36210","9572"
"T20100044523","1188","9217"
"T20100044547","50443","1425"
"T20100044577","195","6687"
"T20100044665","34518","9259"
"T20100044666","42658","6571"
"T20100044723","238117","1296"
"T20100044779","40895","5733"
"T20100044821","36248","7262"
"T20100044849","237770","7403"
"T20100044913","69378","6322"
"T20100044914","33419","7749"
"T20100044974","42980","6640"
"T20100045013","83","9595"
"T20100045042","43027","6714"
"T20100045066","36997","101890"
"T20100045118","238012","102533"
"T20100045162","35641","7300"
"T20100045214","46942","6350"
"T20100045306","24378","7069"
"T20100045315","43584","7434"
"T20100045348","35812","4192"
"T20100045499","29765","7220"
"T20100045653","680","101376"
"T20100045672","42744","6628"
"T20100045759","52536","100858"
"T20100045759","52536","100859"
"T20100045759","52536","102412"
"T20100045850","39844","5417"
"T20100045880","50635","8007"
"T20100045906","52689","2201"
"T20100045930","793","1000"
"T20100046042","237965","8584"
"T20100046082","925","9238"
"T20100046097","57354","8730"
"T20100046103","54453","9737"
"T20100046139","57484","9775"
"T20100046301","249","9716"
"T20100046330","46658","101249"
"T20100046348","35345","6889"
"T20100046367","35619","6760"
"T20100046381","45938","9626"
"T20100046389","53883","7752"
"T20100046399","43531","7321"
"T20100046471","35653","7183"
"T20100046511","43857","7150"
"T20100046561","39785","5546"
"T20100046578","36519","7276"
"T20100046635","37962","9268"
"T20100046636","44222","8634"
"T20100046649","39556","5416"
"T20100046670","44209","8624"
"T20100046805","247591","2396"
"T20100046928","36984","8917"
"T20100046937","32247","5822"
"T20100046948","39584","5470"
"T20100047026","63798","5110"
"T20100047087","29773","7461"
"T20100047095","36334","5373"
"T20100047119","930","7173"
"T20100047181","238410","9388"
"T20100047264","239975","1006"
"T20100047264","239975","9529"
"T20100047301","29416","9692"
"T20100047456","10592","1000"
"T20100047524","36663","8697"
"T20100047527","52239","1284"
"T20100047561","71162","7028"
"T20100047566","38098","9292"
"T20100047574","55791","6593"
"T20100047635","37911","9436"
"T20100047645","52494","1024"
"T20100047664","42771","6713"
"T20100047754","39584","5470"
"T20100047784","35622","6668"
"T20100047806","230454","9836"
"T20100047816","37702","5742"
"T20100047955","38607","9656"
"T20100047958","78","9709"
"T20100047982","40874","5601"
"T20100047992","66032","5473"
"T20100048008","57655","7766"
"T20100048025","239301","9999"
"T20100048031","39136","5414"
"T20100048035","35432","5029"
"T20100048073","35262","7730"
"T20100048086","793","1000"
"T20100048095","39582","5456"
"T20100048112","238314","103341"
"T20100048250","36693","9555"
"T20100048298","144327","8923"
"T20100048319","42026","6439"
"T20100048366","15407","7742"
"T20100048369","59034","3116"
"T20100048406","239809","3155"
"T20100048416","229693","9820"
"T20100048453","43403","103320"
"T20100048469","37691","100507"
"T20100048600","50757","8019"
"T20100048616","50547","7804"
"T20100048642","42015","6425"
"T20100048655","53562","1294"
"T20100048773","50016","7739"
"T20100048804","40612","5763"
"T20100048824","35446","9568"
"T20100048839","29744","7422"
"T20100048895","56250","6813"
"T20100049085","39826","1018"
"T20100049115","19","9518"
"T20100049151","68060","5923"
"T20100049186","1105","7610"
"T20100049230","10475","1028"
"T20100049248","242523","4369"
"T20100049274","223311","6075"
"T20100049313","49990","7730"
"T20100049323","37905","100130"
"T20100049334","49137","7689"
"T20100049360","238568","1167"
"T20100049386","36261","9613"
"T20100049434","44416","9054"
"T20100049443","69204","6275"
"T20100049497","239041","7248"
"T20100049531","35939","9317"
"T20100049544","35631","6966"
"T20100049555","10410","9259"
"T20100049562","57716","6115"
"T20100049566","38056","9285"
"T20100049577","238613","9263"
"T20100049658","240323","5762"
"T20100049665","49211","1301"
"T20100049685","46955","7418"
"T20100049712","55376","2378"
"T20100049729","45317","9283"
"T20100049769","37585","9807"
"T20100049794","49935","7716"
"T20100049810","37147","9031"
"T20100049901","50415","1400"
"T20100050028","38442","5079"
"T20100050120","37702","5742"
"T20100050135","37756","5637"
"T20100050141","53637","2073"
"T20100050240","1161","9972"
"T20100050262","49073","5234"
"T20100050283","878","6870"
"T20100050308","692","8741"
"T20100050333","29372","9496"
"T20100050354","43621","6936"
"T20100050399","239382","3112"
"T20100050539","37592","9826"
"T20100050606","240351","2131"
"T20100050628","242549","102137"
"T20100050647","41559","6155"
"T20100050655","54763","9281"
"T20100050714","876","6678"
"T20100050715","39658","5419"
"T20100050738","35705","8839"
"T20100050757","29506","5043"
"T20100050791","29491","9264"
"T20100050843","39771","5556"
"T20100050871","221983","8750"
"T20100050880","51141","3173"
"T20100050929","277153","6169"
"T20100050940","41878","6311"
"T20100050960","42744","6628"
"T20100050982","29404","6979"
"T20100051015","40888","5727"
"T20100051030","35726","5690"
"T20100051061","38249","8714"
"T20100051109","52489","103341"
"T20100051117","47221","9778"
"T20100051170","38054","9266"
"T20100051195","42878","6620"
"T20100051211","48915","7644"
"T20100051238","868","6801"
"T20100051239","38056","9285"
"T20100051297","43287","7003"
"T20100051349","40613","5764"
"T20100051356","239733","1082"
"T20100051454","228035","7480"
"T20100051523","46030","9905"
"T20100051524","63975","9376"
"T20100051565","43206","9229"
"T20100051581","43096","6606"
"T20100051587","39474","5491"
"T20100051596","238874","1149"
"T20100051621","33702","5907"
"T20100051717","42744","6628"
"T20100051727","28872","6868"
"T20100051793","34518","9259"
"T20100051836","29687","6489"
"T20100051889","239464","7303"
"T20100051892","37962","9268"
"T20100051960","38456","5165"
"T20100052026","239077","103293"
"T20100052029","908","7243"
"T20100052030","43774","9131"
"T20100052060","42085","9200"
"T20100052064","55455","6753"
"T20100052075","42183","6545"
"T20100052098","15202","3092"
"T20100052170","57353","8728"
"T20100052204","52865","2382"
"T20100052241","66714","5618"
"T20100052245","42015","6425"
"T20100052296","42744","6628"
"T20100052316","36212","6844"
"T20100052338","43634","6902"
"T20100052377","70039","6551"
"T20100052387","36214","9594"
"T20100052410","38871","5431"
"T20100052432","239030","7852"
"T20100052463","15268","4378"
"T20100052473","50273","7904"
"T20110000010","899","7153"
"T20110000046","24378","7069"
"T20110000072","51415","4092"
"T20110000086","53934","1265"
"T20110000146","34290","8851"
"T20110000211","65093","9550"
"T20110000280","29491","9264"
"T20110000346","40684","9197"
"T20110000404","38289","5063"
"T20110000409","692","8741"
"T20110000447","39492","5292"
"T20110000451","29494","9272"
"T20110000788","19431","4182"
"T20110000809","39774","5307"
"T20110000935","42043","6412"
"T20110000945","40924","5677"
"T20110000980","37711","9782"
"T20110001035","36209","7374"
"T20110001064","239620","4127"
"T20110001077","29435","8909"
"T20110001149","38765","9534"
"T20110001188","46709","5487"
"T20110001204","239570","101546"
"T20110001206","35546","6032"
"T20110001248","49903","101838"
"T20110001295","35673","9041"
"T20110001310","29787","8660"
"T20110001318","57354","8730"
"T20110001337","44370","9991"
"T20110001374","239304","1002"
"T20110001429","35622","6668"
"T20110001466","37894","9298"
"T20110001474","36651","6949"
"T20110001475","40093","9858"
"T20110001629","43090","6768"
"T20110001641","57779","5571"
"T20110001644","66710","5617"
"T20110001675","35714","9430"
"T20110001706","57709","9709"
"T20110001809","43655","7024"
"T20110001835","917","7235"
"T20110001882","60301","3286"
"T20110001884","49662","7614"
"T20110001977","228","9731"
"T20110002112","53503","1007"
"T20110002132","641","5875"
"T20110002136","37691","100507"
"T20110002160","54466","1298"
"T20110002185","50841","3019"
"T20110002205","36138","6703"
"T20110002238","35371","9680"
"T20110002264","62183","8982"
"T20110002271","69723","1073"
"T20110002281","65714","9636"
"T20110002283","29416","9692"
"T20110002406","36212","6844"
"T20110002426","36948","8706"
"T20110002428","32012","5758"
"T20110002434","48431","5579"
"T20110002453","234871","8927"
"T20110002492","514","5430"
"T20110002504","29416","9692"
"T20110002513","46003","6984"
"T20110002518","57471","9710"
"T20110002626","41018","5735"
"T20110002672","42466","6393"
"T20110002687","35662","8609"
"T20110002735","240421","9569"
"T20110002769","43287","7003"
"T20110002794","36291","9621"
"T20110002857","239899","2479"
"T20110002866","50154","7800"
"T20110002881","35379","7785"
"T20110002934","32435","5955"
"T20110002970","51735","4239"
"T20110003003","43095","6627"
"T20110003009","239616","5597"
"T20110003073","24378","7069"
"T20110003101","239917","7504"
"T20110003116","35339","100198"
"T20110003143","50193","7821"
"T20110003238","54606","100109"
"T20110003262","239651","3291"
"T20110003273","883","9196"
"T20110003300","50325","7958"
"T20110003324","713","6297"
"T20110003365","35320","7284"
"T20110003408","29988","101046"
"T20110003412","61156","7510"
"T20110003433","43282","6977"
"T20110003480","50276","7914"
"T20110003541","36737","6517"
"T20110003588","47424","7143"
"T20110003623","36948","8706"
"T20110003687","38486","5067"
"T20110003758","66898","5661"
"T20110003770","43046","6747"
"T20110003811","344","9918"
"T20110003829","40919","5783"
"T20110003834","768","6493"
"T20110003889","72855","1292"
"T20110003900","54439","2452"
"T20110003914","37763","5653"
"T20110003985","84","5404"
"T20110004012","304313","102387"
"T20110004014","43061","6817"
"T20110004017","29363","9492"
"T20110004057","40315","5690"
"T20110004126","240157","4366"
"T20110004162","57918","5998"
"T20110004192","40030","9784"
"T20110004222","42176","6507"
"T20110004231","29416","9692"
"T20110004258","49842","103180"
"T20110004260","29416","9692"
"T20110004293","48134","103234"
"T20110004317","40123","9895"
"T20110004339","41870","6171"
"T20110004387","240245","8050"
"T20110004425","282480","6695"
"T20110004429","43090","6768"
"T20110004447","391","5734"
"T20110004486","240178","4346"
"T20110004493","40910","101152"
"T20110004505","240956","100457"
"T20110004531","37378","8815"
"T20110004533","52860","2380"
"T20110004590","47892","9926"
"T20110004641","45486","8848"
"T20110004693","37833","9450"
"T20110004744","241124","101294"
"T20110004749","36160","7278"
"T20110004753","36838","7019"
"T20110004914","46099","5838"
"T20110005054","57354","8730"
"T20110005073","38468","5058"
"T20110005086","43259","6907"
"T20110005095","49826","103315"
"T20110005123","19500","4093"
"T20110005135","37694","5701"
"T20110005143","40030","9784"
"T20110005206","240518","5460"
"T20110005226","41786","6296"
"T20110005246","37590","9820"
"T20110005304","1248","8830"
"T20110005355","38669","9711"
"T20110005397","17612","3091"
"T20110005402","40919","5783"
"T20110005459","69125","7569"
"T20110005464","44164","7616"
"T20110005474","240406","7608"
